Gender,LoanDuration,Age,Amount,DebtToIncome,Education,ExistingLiabilities,OccupationArea,default
0,24,27,958.6137,0,5,1,9,Yes
0,24,28,805.3027,0,4,2,1,No
1,24,59,958.5661,0,5,2,16,No
0,12,28,127.81,0,2,2,1,No
1,12,27,511.2247,0,5,5,11,No
1,12,33,479.3659,0,4,2,1,No
0,12,31,1278.2382,0,4,0,1,No
1,12,60,511.4149,0,4,0,16,No
0,24,43,319.6377,0,3,3,3,No
1,24,29,287.6109,0,4,0,9,Yes
1,24,25,1597.9932,0,4,0,7,Yes
0,24,38,511.4177,0,4,6,15,Yes
0,24,39,319.5386,0,3,4,18,No
0,24,30,140.6222,0,4,8,4,Yes
0,24,22,332.3389,0,4,0,1,Yes
0,24,38,1093.1469,0,4,0,15,Yes
0,24,32,811.8519,0,4,1,3,No
0,24,29,1917.4557,0,4,0,11,Yes
0,24,43,1655.4541,0,4,1,5,Yes
1,12,48,428.1954,0,5,3,16,No
0,12,25,958.5741,0,4,2,10,Yes
1,12,29,639.1691,0,4,3,7,No
1,24,52,1917.7172,0,5,5,16,Yes
0,12,56,818.0254,0,4,0,7,No
1,24,22,875.7565,0,4,5,1,No
1,12,28,568.8991,0,5,2,3,Yes
0,24,32,735.0401,0,4,1,3,No
0,12,22,319.6449,0,4,0,19,No
1,24,33,1035.1365,0,4,2,1,No
0,12,28,95.85,0,4,0,1,Yes
1,12,37,958.6757,0,5,5,16,Yes
0,24,39,1226.8221,0,4,1,7,Yes
0,24,30,166.222,0,4,8,4,Yes
1,12,33,383.4848,0,2,1,3,No
0,24,43,639.07,0,5,1,1,No
0,24,56,888.4114,0,4,1,7,No
0,24,52,485.5854,0,4,4,1,No
0,24,44,639.2396,0,5,1,11,Yes
0,24,22,159.7808,0,4,0,1,Yes
0,24,44,958.4612,0,2,2,3,Yes
1,12,34,159.7681,0,5,2,16,No
0,24,56,850.056,0,4,2,7,No
1,24,33,1022.5308,0,5,4,11,No
1,24,38,773.191,0,4,1,16,Yes
0,12,31,191.7257,0,4,1,10,No
0,24,34,1278.1597,0,4,7,10,No
0,24,30,357.9933,0,4,8,4,No
0,24,38,281.2313,0,4,2,15,Yes
1,24,35,1916.9982,0,4,4,7,No
1,24,33,319.5279,0,5,1,15,Yes
0,12,35,159.7521,0,2,0,3,Yes
1,24,38,958.6555,0,4,1,16,Yes
0,24,49,191.69,0,5,0,1,No
1,24,29,243.0006,0,4,4,7,No
0,24,36,830.7256,0,5,3,10,No
0,24,39,581.3703,0,4,3,10,No
1,24,33,1022.5558,0,5,4,11,No
0,24,26,70.2727,0,3,1,1,No
1,24,26,1917.82,0,5,3,15,No
0,24,43,255.7605,0,4,4,5,No
0,24,30,300.52,0,4,8,4,Yes
1,24,22,741.37,0,4,2,1,No
1,24,29,63.9496,0,4,5,7,No
1,12,28,191.76,0,5,3,15,No
0,24,52,319.54,0,4,4,1,No
0,24,30,319.44,0,5,0,1,No
0,12,25,575.37,0,4,2,7,No
1,24,47,1278.2115,0,5,7,16,No
0,24,32,735.15,0,4,1,3,No
0,24,44,702.95,0,2,2,3,Yes
1,24,44,1917.2558,0,4,2,3,No
0,24,36,767.17,0,5,3,10,No
0,24,23,530.34,0,4,2,3,Yes
0,24,44,831.0138,0,5,1,11,Yes
0,12,23,830.79,0,5,1,11,No
1,24,37,1303.92,0,4,3,7,Yes
1,24,29,766.91,0,4,2,3,No
0,12,35,638.99,0,4,2,6,No
0,12,28,319.55,0,2,0,3,Yes
1,12,33,287.6,0,3,1,1,No
0,24,30,555.91,0,4,3,7,Yes
0,12,29,191.75,0,2,3,8,No
1,24,52,178.95,0,4,3,19,Yes
0,24,30,415.46,0,4,8,4,No
1,24,51,869.17,0,5,1,17,No
1,12,38,146.99,0,2,0,3,No
1,12,33,191.74,0,2,1,3,No
0,12,23,511.24,0,4,0,9,No
0,24,27,958.64,0,4,5,8,No
0,24,22,262.14,0,2,0,3,Yes
0,24,23,702.9,0,4,2,3,Yes
1,24,29,338.93,0,4,6,7,No
0,24,28,958.76,0,4,1,9,Yes
1,12,22,319.56,0,4,0,1,No
0,24,49,63.92,0,5,0,1,No
1,24,33,958.66,0,2,5,18,Yes
1,12,31,383.52,0,4,3,16,No
0,24,33,1827.98,0,5,2,1,No
1,24,29,204.56,0,4,6,7,No
0,24,38,319.55,0,4,0,15,Yes
0,24,22,383.39,0,2,2,3,Yes
0,12,35,2237.01,0,5,2,3,No
0,12,25,1917.18,0,5,1,10,No
1,12,27,766.94,0,4,1,9,No
0,24,49,95.92,0,3,1,7,No
0,12,26,639.14,0,4,1,7,Yes
1,12,37,639.19,0,5,4,16,Yes
1,24,26,1278.22,0,5,4,1,Yes
1,24,33,632.78,0,4,2,1,No
0,24,32,958.67,0,5,8,10,No
0,24,30,734.86,0,4,7,4,No
1,24,48,766.9,0,5,3,16,No
1,12,33,319.56,0,5,3,17,No
0,12,27,1278.27,0,4,3,7,Yes
0,12,25,1278.2,0,4,1,10,Yes
1,24,52,786.19,0,4,2,17,Yes
1,12,51,319.55,0,5,3,17,No
1,24,34,415.38,0,5,2,16,Yes
1,24,23,1598.21,0,4,0,10,No
1,24,23,447.29,0,4,4,1,No
1,24,53,95.89,0,3,2,7,Yes
1,24,38,1534.27,0,2,1,1,No
0,24,44,639.24,0,5,1,11,Yes
0,24,37,1278.31,0,4,1,3,No
0,12,40,511.21,0,2,2,6,No
1,24,34,415.35,0,5,3,17,No
1,24,23,639.31,0,4,5,1,No
1,24,52,210.92,0,4,2,17,Yes
1,24,43,1000,0,4,1,11,Yes
0,24,23,1000,0,4,2,15,Yes
1,24,29,760,0,4,1,7,No
0,24,25,640,0,3,0,15,Yes
0,24,28,400,0,1,1,9,Yes
0,24,22,220,0,2,1,3,Yes
0,24,43,450,0,3,4,5,No
0,24,30,500,0,4,7,4,Yes
1,24,34,200,0,5,2,16,No
1,24,27,900,0,5,6,17,Yes
0,12,26,900,0,4,0,19,No
0,24,37,1550,0,4,2,3,No
1,24,33,600,0,5,1,17,Yes
0,24,37,2000,0,5,1,19,No
1,24,31,1700,0,4,3,16,No
1,24,37,1000,0,4,2,7,Yes
0,12,22,300,0,3,2,10,Yes
1,24,35,1000,0,4,2,7,No
0,12,26,1250,0,5,5,10,No
0,24,38,600,0,4,3,15,Yes
0,24,57,700,0,4,3,7,No
1,12,26,900,0,5,1,9,Yes
1,24,36,1500,0,4,8,7,Yes
0,12,32,2910,0,4,5,7,No
0,12,23,1000,0,5,0,10,No
0,12,22,350,0,4,1,1,Yes
0,12,26,1200,0,5,6,10,No
0,24,33,1450,0,4,1,16,No
1,24,24,1000,0,4,0,1,No
1,12,23,350,0,4,0,7,Yes
0,24,49,150,0,3,3,7,No
0,24,37,1300,0,4,7,15,No
1,24,45,1000,0,5,4,10,Yes
1,12,53,500,0,5,5,11,No
0,12,25,700,0,4,1,10,No
1,24,52,2000,0,4,1,17,Yes
1,24,27,500,0,4,2,7,No
1,12,31,550,0,4,3,16,No
1,24,39,700,0,4,2,11,No
1,24,44,700,0,4,1,3,No
0,12,37,500,0,5,2,3,No
1,12,27,650,0,5,3,11,No
1,24,29,1500,10.18,4,7,10,Yes
1,12,42,2000,0,5,4,11,No
1,24,34,2000,0,4,2,16,Yes
1,24,44,1000,0,3,3,16,No
1,12,32,150,0,4,1,19,No
0,24,31,3000,0,4,1,7,No
0,24,38,1125,0,4,4,8,Yes
0,24,43,1000,0,3,4,5,No
1,24,20,3000,0,4,0,7,No
1,24,27,580,0,4,2,7,No
0,24,34,1300,0,4,5,10,No
0,12,28,1000,0,4,1,1,No
1,24,57,600,0,5,2,13,No
1,24,39,3000,0,3,4,9,Yes
0,12,32,930,0,4,2,3,No
0,24,27,700,0,4,5,8,No
0,24,23,1100,0,4,4,7,Yes
0,24,27,900,0,5,4,16,No
1,12,61,500,0,4,3,16,No
0,24,25,2200,0,2,4,1,No
0,24,29,1400,0,4,0,1,No
1,24,30,500,0,5,1,7,No
0,12,36,1545,0,3,4,6,No
0,24,27,1305,0,2,1,3,No
1,24,40,2500,0,4,1,7,Yes
1,12,31,300,0,4,3,16,No
1,12,30,200,20.13,4,5,1,No
1,24,38,1000,0,5,0,15,Yes
1,24,36,255,0,4,2,7,No
1,12,50,700,0,2,2,1,No
0,12,40,2400,59.23,4,4,3,No
1,24,36,1000,0,5,5,16,No
1,12,33,1000,0,2,1,3,No
0,12,38,800,0,2,1,4,No
0,24,25,1950,0,3,0,15,Yes
1,24,53,2400,74.07,4,13,19,Yes
1,12,36,610,0,5,3,11,No
0,24,35,1350,0,4,3,7,No
1,12,38,600,0,4,2,1,No
1,24,24,1000,0,4,1,1,No
1,12,21,550,0,4,0,1,No
1,24,28,1100,0,4,3,7,No
1,24,46,2500,0,4,3,3,No
1,24,43,2105,0,5,5,16,No
0,24,32,300,0,3,1,15,No
0,24,49,200,0,3,3,7,No
1,24,30,2000,0,4,1,7,No
0,12,29,600,0,5,1,10,No
0,24,33,2105,0,4,2,6,No
1,24,24,2000,0,5,0,7,No
0,24,25,700,0,4,3,3,No
1,24,45,1810,0,4,2,10,No
1,24,48,1800,0,5,7,16,No
0,24,31,1500,0,4,2,11,Yes
1,12,65,250,0,4,2,1,No
0,24,37,500,0,4,2,15,No
1,24,34,350,0,4,2,1,No
1,24,24,1000,0,5,0,7,No
0,12,22,250,0,2,4,3,No
0,12,28,600,0,4,2,1,No
0,12,35,1000,0,4,2,6,No
0,24,47,2000,0,4,3,15,Yes
0,24,30,1765,0,4,3,3,No
1,24,38,650,13.23,5,1,15,Yes
1,24,24,400,0,4,2,3,Yes
1,24,35,2000,14.39,4,4,10,Yes
1,24,49,2000,110.44,4,10,17,No
1,24,39,1000,0,4,0,7,Yes
0,24,32,1000,0,2,1,3,No
1,24,26,3000,0,4,2,15,Yes
1,24,27,1100,0,4,2,7,No
0,24,49,160,0,3,1,7,No
0,12,31,250,0,4,3,11,No
0,24,29,1000,23.22,4,5,15,Yes
0,24,50,150,0,5,0,3,No
1,24,32,3000,0,3,0,10,No
0,12,37,200,0,4,2,15,No
0,24,30,2280,0,4,4,10,No
0,24,28,800,0,5,1,9,Yes
1,12,39,600,0,2,1,1,No
1,24,44,750,0,4,6,7,Yes
0,24,33,1500,0,3,1,19,No
1,24,52,2000,0,4,1,15,No
0,24,29,1465,0,4,1,9,No
0,12,52,1600,0,4,4,8,No
1,12,57,2000,0,5,2,9,Yes
1,24,57,600,0,5,2,1,No
0,24,33,500,0,4,0,6,Yes
0,12,40,100,0,3,3,1,No
1,24,40,2000,58.6,4,8,3,No
1,24,44,1200,0,3,3,16,No
0,24,55,900,20.26,4,0,1,No
0,24,31,705,0,4,6,15,No
1,24,34,915,0,5,4,10,Yes
0,24,49,250,0,3,2,7,No
1,12,22,500,0,4,4,1,No
0,24,0,2665,0,0,0,0,Yes
1,24,28,600,0,5,4,13,No
1,24,39,1050,0,2,1,7,No
0,24,26,2500,0,3,3,3,No
0,12,30,2000,0,4,0,6,No
1,24,22,800,0,2,2,9,Yes
0,24,28,1000,0,4,4,3,Yes
1,24,32,1200,0,4,3,7,No
1,12,61,600,0,4,2,16,No
0,12,29,1000,0,2,3,8,No
0,24,38,1600,0,4,4,3,No
0,24,30,500,0,4,2,10,No
0,24,24,1000,49.72,2,7,19,Yes
0,24,32,500,0,2,1,3,No
1,12,59,1500,0,4,2,15,Yes
1,24,34,550,0,4,2,1,No
1,24,29,450,0,5,2,7,No
1,24,50,700,26,4,5,17,No
0,24,32,870,0,4,2,11,Yes
1,12,38,200,0,4,2,3,No
0,24,37,500,0,4,2,15,No
0,24,58,2000,198.02,5,6,13,No
0,24,41,500,0,2,1,3,No
0,24,32,3000,0,3,2,1,Yes
1,24,36,2000,29.66,5,4,16,No
1,24,43,1000,0,5,3,13,Yes
1,24,30,500,0,3,2,3,No
0,24,44,1600,0,4,2,5,Yes
1,24,32,350,0,3,3,15,No
0,12,35,2000,0,5,1,15,Yes
1,24,63,300,0,3,2,7,No
0,12,57,900,0,4,2,7,No
1,12,40,600,0,4,3,7,No
0,24,55,700,0,2,1,6,Yes
0,24,30,3000,0,4,3,10,No
0,24,31,800,6,4,8,15,No
0,24,38,600,4.04,4,1,3,No
0,24,25,500,0,2,0,5,No
0,24,38,525,10.67,4,2,1,No
0,24,27,3000,14.03,4,3,10,No
0,24,24,2000,0,2,0,7,Yes
1,24,63,300,53.06,4,4,7,No
0,24,33,850,0,4,1,13,No
1,24,40,1300,0,5,1,11,No
0,24,29,1300,0,5,1,10,Yes
1,12,29,3000,0,4,1,7,Yes
0,24,48,1000,4.86,4,2,6,No
1,48,48,4500,32.55,4,3,9,No
0,24,26,1000,0,5,0,15,No
0,24,32,1250,0,4,0,10,No
0,24,27,1000,21.11,3,2,19,No
0,24,33,1600,0,5,5,14,No
1,24,34,300,2.1,4,3,1,No
0,24,29,900,0,4,1,1,No
0,24,40,2025,0,4,2,10,No
1,24,63,400,3.67,4,4,7,No
1,24,21,1000,11.67,2,2,1,No
0,24,41,650,7.33,2,2,1,No
0,12,23,760,11.65,4,2,11,No
1,24,56,1040,0,5,1,16,No
0,24,22,1400,0,4,3,3,Yes
1,24,53,1800,23.54,3,1,1,No
1,24,42,810,0,5,1,7,No
0,24,38,1200,0,2,0,4,No
0,24,38,1200,10.08,2,1,4,No
0,24,21,200,0,2,4,7,No
1,12,70,500,14.12,5,1,1,No
0,24,69,1000,0,5,0,19,No
1,24,52,2000,17.38,5,1,17,No
0,12,26,1000,0,4,1,10,Yes
1,24,42,1000,9.83,5,4,15,No
0,24,31,1000,6,4,5,8,Yes
1,12,27,210,4.24,5,1,1,Yes
1,12,39,800,76.64,5,3,15,No
0,24,24,400,0,5,1,1,No
0,24,32,210,0,4,2,11,No
0,24,49,100,0,3,2,7,No
1,24,31,3000,47.97,4,1,1,No
0,24,32,2110,0,2,0,2,Yes
0,24,21,1290,0,2,2,19,Yes
1,24,48,2000,0,4,0,1,No
1,24,31,2000,38,5,2,7,No
1,24,28,2530,73.42,5,5,1,No
1,24,44,1000,0,4,5,11,Yes
0,24,32,880,0,4,0,2,Yes
0,24,58,1000,0,5,4,13,No
1,24,34,400,2.88,4,3,1,No
0,24,37,2500,17.86,4,1,19,No
1,12,21,555,13.08,2,2,1,Yes
0,24,21,1600,64.14,3,3,9,No
1,12,39,400,0,2,1,1,No
1,24,45,1500,6.67,5,6,15,No
0,24,22,900,0,2,3,19,Yes
1,24,57,2300,45.86,4,1,1,No
0,24,24,700,0,5,2,1,No
1,24,44,2900,0,4,0,1,No
0,24,41,600,6.89,2,3,3,No
0,12,26,800,8.02,4,2,10,Yes
0,24,33,800,5.74,3,4,15,No
0,12,33,770,6.43,4,3,3,No
0,24,48,1770,67.76,5,2,16,No
0,24,38,300,2,4,6,3,No
0,12,31,350,6.23,2,2,3,No
1,12,34,350,0,5,2,17,No
1,24,35,1800,12.05,5,6,10,Yes
1,24,38,1600,16.08,5,1,15,Yes
0,24,52,2000,0,4,1,12,No
0,24,38,2600,11.71,4,1,11,No
0,24,27,1900,6.73,4,3,3,Yes
0,24,27,600,0,4,3,3,Yes
1,24,27,1680,0,4,3,3,No
1,12,50,500,0,4,2,1,No
0,24,24,1000,0,5,1,10,No
1,24,42,3000,10.97,5,1,1,No
0,12,24,1500,0,4,0,8,Yes
0,24,52,1000,0,4,1,12,No
1,12,42,400,0,4,1,7,No
0,24,23,2000,12.45,2,3,6,Yes
0,24,21,1500,12.85,2,2,17,No
1,24,49,1700,61.29,4,5,17,Yes
0,24,31,1210,4.93,4,6,3,No
1,24,37,1500,19.95,2,1,7,No
0,12,36,1920,51.04,4,2,10,No
1,24,50,2950,13.33,5,3,11,No
1,24,35,2000,35.18,5,7,11,No
1,24,26,2000,0,5,1,7,No
1,24,45,2600,19.83,3,6,3,No
1,24,36,1800,10.11,5,4,11,No
0,24,31,1500,0,5,1,10,No
0,24,26,2200,14.16,4,1,13,No
0,12,25,600,6.88,4,3,8,No
0,24,22,1250,10.97,2,1,1,No
0,24,29,2000,0,2,0,8,No
0,24,21,3000,0,4,0,14,No
0,24,28,3000,0,4,4,15,No
0,24,50,200,0,3,3,7,No
1,24,57,1300,6.6,5,2,16,No
1,24,44,2100,11.5,4,3,17,No
0,24,32,210,0,4,3,1,No
1,24,46,1000,9.14,5,1,3,Yes
1,24,29,3000,24.44,4,1,1,No
1,12,36,750,50,5,1,8,Yes
1,24,34,500,3.5,4,3,1,No
0,24,44,830,5.83,5,1,1,No
0,48,24,4500,39.16,4,2,1,Yes
0,24,32,1180,47.33,4,5,3,No
1,24,39,1000,6,5,2,11,No
0,24,40,1500,3.59,4,6,8,No
1,24,41,700,4.68,4,1,1,No
1,24,34,150,1.13,4,3,1,No
0,24,34,1350,8.55,4,2,15,No
0,24,31,1000,8.18,4,1,6,No
0,24,50,180,2.66,4,4,7,No
1,24,31,1100,15.04,5,1,7,No
0,24,24,2000,62.73,4,3,7,No
0,24,65,2800,8.16,5,11,16,Yes
1,24,59,600,3.32,5,3,15,No
0,24,58,480,42.13,5,7,13,No
0,12,21,500,10.45,2,2,1,No
1,24,46,1000,7.08,4,3,1,No
0,24,39,1350,7.06,4,4,8,Yes
1,12,53,200,2.75,5,3,17,No
0,24,33,2000,6.6,5,11,10,No
1,24,43,600,5.97,5,5,15,No
0,24,25,600,6.22,5,3,1,No
0,24,22,2000,15.38,2,5,7,No
1,12,22,270,5.36,2,1,3,No
0,24,32,1000,9.82,5,5,15,No
0,12,33,1680,33.05,4,3,10,No
0,24,38,2000,13.13,5,4,3,No
0,12,33,720,6.56,4,3,3,No
1,24,65,2000,33.03,4,2,16,No
0,12,21,1500,7.81,4,0,6,No
0,24,21,400,0,4,0,15,No
0,24,22,600,8.21,4,3,1,No
1,12,23,750,17.1,4,1,9,Yes
1,24,24,1525,17.52,4,5,11,Yes
0,24,24,1400,4.9,3,4,3,No
0,24,25,1000,5.89,4,2,8,No
0,24,25,1200,12.44,5,4,1,No
0,24,27,1000,2.79,5,2,10,No
0,24,42,900,0,5,2,1,No
0,24,22,1050,6.22,2,4,19,Yes
0,24,31,950,2.88,4,4,10,No
0,24,34,2000,15.69,2,2,3,No
0,24,32,750,0,4,4,11,Yes
1,24,39,2000,12.04,5,4,15,Yes
1,12,27,250,4.89,4,1,13,No
0,24,24,3000,18.71,5,2,11,Yes
1,24,34,150,1,4,3,1,No
0,12,29,550,5.67,4,2,1,No
0,12,23,850,11.43,2,2,3,No
0,12,39,1200,13.63,4,2,10,No
0,12,27,200,2.37,5,4,11,No
1,24,28,2000,16.72,4,6,10,No
0,24,37,2600,8.73,4,1,6,No
0,24,32,1900,8.15,4,4,3,No
1,24,47,2000,17.48,5,2,3,Yes
0,24,47,1000,7.86,4,1,1,No
1,12,40,300,5.96,5,1,1,No
1,24,21,820,14.33,2,3,18,No
0,24,33,2000,20,4,4,7,No
0,24,39,600,0,4,6,1,No
0,24,29,1200,8.29,5,3,10,No
1,24,35,190,1.38,4,3,1,No
0,24,31,2700,13.4,4,5,1,Yes
0,12,36,2500,12.65,4,1,3,No
1,12,22,1100,0,2,0,1,No
1,24,60,1000,11.51,4,1,18,No
0,24,32,550,0,4,4,8,No
0,24,21,900,7,2,1,6,No
0,24,27,1550,17.18,3,4,4,No
0,24,32,1100,5.22,4,1,10,No
0,24,29,2000,11.22,4,2,6,No
0,24,29,1000,4.8,4,3,19,No
1,24,40,950,6.49,2,2,7,No
1,12,39,600,7.18,4,1,3,No
1,24,39,700,6.61,5,1,15,Yes
0,24,58,350,40.55,5,7,13,No
1,12,23,300,5.4,4,1,9,No
0,24,50,170,40.38,3,3,7,No
0,24,26,2130,14.84,4,2,6,No
1,24,35,150,0,4,2,1,No
0,24,36,3000,20,4,1,19,No
0,24,33,3000,7.95,5,3,3,No
0,24,39,840,3.68,4,3,11,No
1,12,35,200,1.82,5,1,17,Yes
0,24,33,1400,10.41,2,1,3,No
0,12,27,1600,18.97,5,1,15,No
1,24,38,1000,9.27,2,2,1,No
0,24,40,3000,17.24,5,4,15,No
1,12,23,800,13.34,4,1,17,No
1,24,36,1070,14.36,5,8,15,No
1,24,34,3000,16.46,5,6,11,No
0,12,36,3000,0,4,2,1,No
1,24,22,1600,34.75,4,1,7,No
0,24,23,1100,8.14,4,2,10,No
0,12,27,2000,9.51,5,3,10,No
1,24,35,500,2.55,5,1,17,Yes
0,24,27,2000,13.66,4,3,10,No
1,24,36,900,8.08,5,6,15,No
0,24,29,680,39.49,2,1,3,No
1,12,33,1800,14.42,5,2,10,Yes
0,24,31,700,2.36,3,4,3,No
1,24,71,3000,17.9,4,2,17,No
0,24,36,3000,21.54,4,1,7,Yes
1,12,30,2000,17.56,5,4,17,No
0,12,29,600,5.08,4,3,6,No
0,48,61,2970,33.52,3,3,13,No
0,24,43,3000,18.38,3,1,4,No
0,24,34,850,2.62,5,11,10,No
0,24,24,3945,19.15,3,1,10,No
0,24,22,3000,21.86,4,1,1,No
0,24,30,1500,6.86,5,6,6,No
0,24,31,1000,3.69,4,3,10,No
1,12,30,900,13.44,4,2,7,No
0,24,24,1450,10.29,4,5,1,No
0,24,37,3000,16,4,1,6,No
1,24,36,3000,68.84,4,3,17,No
1,24,29,450,6.12,4,3,9,No
0,24,35,1300,4.22,4,9,10,Yes
1,24,40,1700,9.07,5,3,11,No
1,12,23,400,5.82,4,2,17,No
1,24,26,1850,16.67,5,5,15,No
0,24,22,500,1.98,2,3,19,Yes
1,24,40,1750,9.74,2,1,7,No
0,12,55,100,1.69,4,1,15,No
1,24,24,3000,15.3,4,1,1,No
0,24,26,2000,6.18,4,1,7,No
1,12,41,1000,5.95,5,7,7,No
1,12,30,2000,21.92,5,3,16,No
1,24,29,1250,8.77,4,7,10,No
0,24,22,1000,9.08,4,3,3,No
0,12,41,150,2.54,3,4,1,No
0,24,38,1200,5.71,4,3,3,No
1,24,42,1800,11.68,4,3,1,No
0,12,37,1000,11.1,3,3,15,No
1,12,21,300,10.07,4,1,1,No
1,24,61,1180,5.83,5,2,18,No
1,12,26,1300,12.04,4,3,1,No
1,24,39,1200,5.31,5,6,15,Yes
1,24,26,2000,10.82,5,3,10,Yes
0,24,35,1500,12.02,5,2,6,No
1,12,32,1000,14.42,5,4,17,No
1,24,50,2500,13.95,4,4,3,No
0,12,29,2000,12.44,4,2,1,No
1,24,42,400,15.88,2,4,3,Yes
0,24,37,3000,12.12,5,3,10,No
0,24,42,2250,11.31,5,3,1,No
0,12,21,1100,9.36,4,1,6,No
0,24,23,3000,17.56,4,2,10,No
0,24,51,2100,6.36,5,4,6,No
1,24,48,1500,8.78,4,4,19,No
1,24,43,2000,18.51,4,7,7,Yes
0,24,42,1000,8.68,4,1,9,Yes
0,24,27,1000,3.65,5,4,19,No
1,12,21,1000,9.2,4,0,11,No
0,24,31,3000,11,2,2,6,Yes
0,24,29,3000,15.42,4,3,1,No
0,12,46,3000,22.25,5,2,19,No
1,24,33,700,4.18,2,1,1,No
0,24,39,3000,17.68,4,5,3,No
0,24,31,1300,50.32,4,3,10,No
1,24,37,1100,12.1,4,4,7,No
0,12,30,600,17.41,2,3,8,No
0,24,29,1400,19.66,4,3,11,No
0,12,41,2000,57.84,4,5,3,No
0,24,62,1300,15.91,4,7,19,No
0,36,33,3000,30.27,4,6,15,No
1,36,50,3000,17.71,4,0,3,No
0,36,28,2000,3.69,3,3,12,Yes
0,12,29,700,0,4,3,1,Yes
1,36,60,1550,16.91,4,3,16,No
0,36,47,3000,0,4,2,17,No
0,24,29,1200,0,4,3,8,Yes
1,24,33,150,12.82,2,2,1,No
0,12,41,900,0,5,2,7,No
1,36,56,3000,15.14,4,4,6,No
0,12,37,100,1.5,5,2,6,No
0,12,24,600,12.47,3,4,7,Yes
0,24,36,800,33.12,4,7,10,Yes
0,24,36,4000,19.13,5,2,1,No
1,24,42,1000,0,4,2,3,Yes
1,12,61,3000,22.08,4,4,1,No
0,24,24,500,14.71,2,1,3,No
0,36,24,3000,12.79,4,2,1,No
1,24,37,1600,10.92,5,1,11,No
0,12,24,2000,31.44,4,3,19,Yes
1,24,30,1500,0,4,4,7,No
0,12,37,1000,0,4,4,1,No
0,24,29,1000,3.06,4,0,1,No
0,36,30,1500,37.73,4,4,6,No
0,36,40,600,71.84,4,10,8,Yes
0,36,22,2000,28,2,4,17,No
0,24,30,1500,50.23,4,5,6,No
0,36,48,2500,55.4,4,7,19,Yes
1,36,23,1000,46.23,4,3,17,No
1,12,30,250,28.35,4,8,17,No
0,24,23,3000,0,2,5,6,Yes
1,12,25,1000,16.53,5,3,6,Yes
1,24,32,1600,34.8,5,6,16,No
1,36,36,2600,20,4,3,1,Yes
1,24,30,1500,2.92,4,0,7,No
0,12,35,600,17.69,4,4,6,No
0,24,29,1000,68.41,4,3,7,No
1,36,54,2500,46.12,4,6,7,No
1,24,24,2000,15,5,1,1,No
0,36,32,1000,0,4,7,1,Yes
0,36,23,1000,12.44,4,3,8,No
0,24,22,2200,43.16,3,5,1,Yes
1,12,37,1500,22.16,5,5,16,No
0,36,29,3000,43.05,4,3,7,Yes
1,36,28,2100,31.14,4,3,11,Yes
0,24,29,1000,28.38,4,3,11,No
1,24,28,630,7.85,4,3,7,No
0,24,41,400,13.55,4,5,10,No
0,24,28,600,20.63,5,6,19,No
0,36,25,1200,6.99,4,3,8,No
1,36,31,7000,34.62,5,7,18,No
1,24,62,1000,23.79,4,3,14,No
0,24,47,2400,26.84,5,7,15,No
0,36,20,3000,8.86,3,1,13,No
1,24,31,1750,31.38,2,7,3,No
0,24,46,2500,22,4,3,8,No
1,36,45,2000,43.33,5,5,15,Yes
1,24,51,2000,39,5,4,16,No
0,12,34,2500,24.44,4,9,3,No
1,24,65,2000,15.17,2,4,1,Yes
1,24,49,3000,0,4,5,16,No
1,24,28,1500,27.69,4,7,7,No
1,36,21,3000,33.47,2,2,6,No
0,24,33,1700,22.97,5,4,11,No
1,12,64,1500,36.7,4,5,9,No
0,36,34,1100,0,4,3,7,Yes
1,36,47,2000,38.37,4,6,14,No
0,24,22,1700,24.47,4,5,19,No
0,24,28,1500,37.69,4,4,10,No
1,24,31,400,11.23,2,4,9,No
1,36,27,3000,11.32,4,5,14,Yes
0,36,27,2500,28.56,5,8,8,No
0,12,32,1100,6.43,5,1,10,No
0,36,41,700,0,4,5,14,No
0,24,65,1000,42.08,2,8,14,No
1,12,35,600,21.14,4,8,1,No
1,36,43,1550,16.93,2,3,3,No
1,12,33,900,0,3,2,14,No
1,36,49,2000,0,4,6,14,No
1,36,43,2500,54.31,2,4,1,No
1,12,50,500,0,4,5,19,No
1,12,34,2000,0,4,4,14,No
1,24,65,2650,30.38,2,9,19,Yes
0,24,35,2200,0,4,5,6,No
1,36,36,3000,67.59,5,9,1,Yes
0,12,30,400,3.85,4,6,6,No
1,12,52,500,0,5,3,10,No
0,24,34,750,47.64,4,5,7,No
1,24,33,320,0,2,6,7,No
0,24,56,1500,23.65,5,5,1,No
0,24,36,3000,15.48,4,8,10,No
0,24,22,800,14.83,4,9,11,Yes
1,24,24,1200,25.12,4,4,7,No
1,36,46,1000,19.94,4,5,3,No
0,36,33,3000,38.71,2,4,6,No
1,36,44,5500,29.01,4,10,19,Yes
1,24,46,1000,40.09,4,2,17,No
1,24,29,1000,27,4,5,19,No
0,36,23,2500,15.62,2,2,7,Yes
0,36,29,2500,25.42,4,2,7,No
0,24,53,2500,54.92,4,5,8,No
0,12,55,150,48.57,5,3,1,No
0,36,31,3000,36.57,2,4,3,Yes
0,36,29,550,52.54,5,7,7,No
1,24,27,1500,0,4,4,8,No
1,24,55,750,32.64,2,5,19,Yes
1,36,47,3000,25.04,4,6,16,No
1,24,36,1000,8.91,2,5,1,Yes
1,36,63,2000,28.42,4,5,14,Yes
